PERMNO,QNO,MOM_RANK,FRET1
21186,22.0,3,-0.066103015225687
21186,23.0,2,0.1987359064422571
21186,24.0,3,0.2231279049889918
21186,25.0,5,-0.0178636917859582
21186,26.0,4,0.0771156841072067
21186,27.0,7,0.1441863977649999
21186,28.0,8,0.1993865328125423
21186,29.0,8,-0.0848328716588457
21186,30.0,7,0.1593209979876584
21186,31.0,7,-0.1779410660888092
21186,32.0,6,-0.0153152200791798
21186,33.0,4,0.1087559579708772
21186,34.0,6,-0.0048534600803382
21186,35.0,4,-0.0091521596360274
21186,36.0,3,0.0208623349628773
21186,37.0,4,0.0078290972676429
21186,38.0,3,0.0677243923826931
21186,39.0,3,-0.0200794326581921
21186,40.0,3,-0.1033061061392232
21186,41.0,3,-0.0374734353000368
21186,42.0,3,-0.1068297366793551
21186,43.0,4,0.1883976691537146
21186,44.0,5,0.1225350762260937
21186,45.0,6,0.1312240386452992
21186,46.0,8,0.1210524759934696
21186,47.0,7,0.0749996909900201
21186,48.0,5,-0.1196201697823597
21186,49.0,4,0.1202890129936311
21186,50.0,4,-0.0482084331308484
21186,51.0,3,-0.0406900445761716
21186,52.0,1,0.01521775187
21186,53.0,3,-0.0136694932353563
21186,54.0,1,0.0001258329960789
21186,55.0,1,0.0637028652863183
21186,56.0,3,-0.0975439221035272
21186,57.0,3,-0.0266657919779328
21186,58.0,3,0.249242163269596
21186,59.0,6,0.03774433795406
21186,60.0,6,0.0643320822267921
21186,61.0,8,0.0731244112791669
21186,62.0,7,0.0359383257785042
21186,63.0,5,-0.0779128530129297
21186,64.0,2,0.0664861882649998
21186,65.0,2,0.0245107020181414
21186,66.0,2,-0.0010036289846873
21186,67.0,3,-0.022109833943667
21186,68.0,3,-0.1184345842306027
21186,69.0,2,0.2599996736599395
21186,70.0,3,0.1541147461502059
21186,71.0,4,-0.122148332564589
21186,72.0,3,-0.0148707793581086
21186,73.0,3,-0.0741472016407307
21186,74.0,2,-0.1426550854433025
21186,75.0,2,0.1263545373193748
21186,76.0,4,-0.2085775086776474
21186,77.0,3,0.3914290206824686
21186,78.0,6,-0.108793105021813
21186,79.0,5,0.2817562748271971
21186,80.0,6,0.029731476917181
21186,81.0,7,-0.2511251144385982
21186,82.0,4,0.0842099615357927
21186,83.0,4,0.1019206256919662
21207,4.0,4,0.3439719446783866
21207,5.0,6,0.0670033785372155
21207,6.0,7,-0.1868191169448102
21207,7.0,4,-0.1679547552793343
21207,8.0,3,-0.2260377097809456
21207,9.0,0,-0.0115903340323991
21207,10.0,0,0.1301605133659999
21207,11.0,0,0.52033457805605
21207,12.0,5,-0.0544332355935242
21207,13.0,5,0.0189422581043716
21207,14.0,3,-0.077081883160804
21207,15.0,2,0.0566489088903214
21207,16.0,1,0.0145926790009331
21207,17.0,4,-0.2735784704183612
21207,18.0,2,-0.0343100950015001
21207,19.0,2,0.0175320763628381
21207,20.0,1,0.2406836767242983
21207,21.0,1,-0.0512695118080001
21207,22.0,3,0.0145562263686598
21207,23.0,5,0.1245203811734374
21207,24.0,5,0.055812537016044
21207,25.0,2,-0.048271106625594
21207,26.0,2,0.2805954028041537
21207,27.0,6,0.0335507897813771
21207,28.0,7,0.5392320789412313
21207,29.0,9,0.0520341393237104
21207,30.0,9,1.1015637067560422
21207,31.0,9,-0.3128558313846972
21207,32.0,9,-0.0170056485138082
21207,33.0,9,0.1930819580029497
21207,34.0,9,-0.1336732404726452
21207,35.0,1,-0.059647168385373
21207,36.0,1,0.2041861958666264
21207,37.0,5,-0.0019992484131166
21207,38.0,2,0.0227960589800026
21207,39.0,4,0.1840807040555825
21207,40.0,7,0.0028849464500784
21207,41.0,6,-0.0785672731400526
21207,42.0,6,-0.0512088635728134
21207,43.0,7,-0.0048889602184805
21207,44.0,5,-0.130987611711016
21207,45.0,1,0.1282621986300001
21207,46.0,3,-0.039985892063612
21207,47.0,1,0.0664228852900445
21207,48.0,1,-0.0556594556325273
21207,49.0,3,0.2807944827245692
21207,50.0,5,-0.0123947709536348
21207,51.0,6,-0.1353549504596217
21207,52.0,3,0.0740381170853818
21207,53.0,4,0.1966000860702681
21207,54.0,3,-0.0949383056926468
21207,55.0,2,0.2198752058420561
21207,56.0,7,-0.0015849888456573
21207,57.0,7,-0.1218789563712987
21207,58.0,3,0.1211413546652149
21207,59.0,6,-0.1973790608239303
21207,60.0,2,0.1914444945536144
21207,61.0,2,-0.0176521944935382
21207,62.0,3,0.0177737190758606
21207,63.0,1,0.0706177172451871
21207,64.0,4,0.2505667895927475
21207,65.0,5,-0.1262988803883185
21207,66.0,4,-0.0407126478367714
21207,67.0,4,-0.0503708547627165
21207,68.0,2,-0.1318915470971601
21207,69.0,1,0.0095478336067491
21207,70.0,1,0.1555953572588644
21207,71.0,1,-0.3456460026953043
21207,72.0,0,0.0415012764543973
21207,73.0,0,-0.2260127055301269
21207,74.0,0,0.0280872712477793
21207,75.0,1,-0.2461857196879594
21207,76.0,1,-0.0394520440666165
21207,77.0,1,0.1376258275717499
21207,78.0,3,0.3037979038277696
21207,79.0,4,-0.0519404637051464
21207,80.0,6,-0.0829586425144324
21207,81.0,6,-0.0348750732793601
21207,82.0,6,-0.2124855889233241
21207,83.0,1,0.0054412614650836
21224,20.0,4,0.0465119999999998
21224,21.0,6,0.011111
21224,22.0,3,
21231,4.0,3,0.7025700283585448
21231,5.0,7,-0.1390490668640001
21231,6.0,4,0.0659377547973421
21231,7.0,9,0.0278794682828258
21231,8.0,9,-0.0409773224847719
21231,9.0,4,-0.0483382856451519
21231,10.0,6,-0.0047888302786115
21231,11.0,2,-0.0368174044999018
21231,12.0,1,0.1012084331065454
21231,13.0,0,0.0160784835077527
21231,14.0,0,0.102194615825
21231,15.0,1,0.0935945998068799
21231,16.0,5,0.0393541883406574
21231,17.0,7,0.0287180296510116
21231,18.0,9,0.1017207756011724
21231,19.0,8,0.1051432861159349
21231,20.0,8,0.1110753410280807
21231,21.0,7,0.1743180712019119
21231,22.0,7,-0.1014101074670076
21231,23.0,6,0.1271705937144636
21231,24.0,4,0.196095342348292
21231,25.0,5,0.1276047977514529
21231,26.0,4,-0.0406182477618567
21231,27.0,6,-0.049306388923498
21231,28.0,6,0.0805120496457061
21231,29.0,4,-0.0244988302934583
21231,30.0,3,-0.0497819249016127
21231,31.0,2,-0.0688665205261461
21231,32.0,4,0.0594369002537233
21231,33.0,5,0.0964374340806997
21231,34.0,6,0.0537094896221432
21231,35.0,8,-0.0254953569564999
21231,36.0,4,0.0341418856383524
21231,37.0,5,0.1205268467355693
21231,38.0,5,0.0586953927282885
21231,39.0,4,0.1147399812561515
21231,40.0,6,-0.0440338693964801
21231,41.0,7,0.0349952709200001
21231,42.0,6,-0.0038164152644872
21231,43.0,8,0.0183784701929241
21231,44.0,6,-0.0119868770773504
21231,45.0,4,0.013580596128
21231,46.0,4,0.2136878806472171
21231,47.0,3,0.0302600493766915
21231,48.0,3,-0.0578177553055986
21231,49.0,4,0.1511784943626741
21231,50.0,6,0.0881327660699615
21231,51.0,5,0.0076042062087027
21231,52.0,4,0.1652579026005267
21231,53.0,7,-0.0010580793727692
21231,54.0,5,0.0499893112615414
21231,55.0,4,-0.0793529775962819
21231,56.0,4,-0.0298487425467148
21231,57.0,2,-0.0305710288313266
21231,58.0,2,-0.0357885153249999
21231,59.0,2,-0.0517561186088627
21231,60.0,2,0.2246114006653776
21231,61.0,5,-0.0515896104606615
21231,62.0,3,0.0691357158631484
21231,63.0,4,0.0465470614699259
21231,64.0,4,0.080732
21231,65.0,3,0.0193635034069308
21231,66.0,5,0.0137343936649754
21231,67.0,5,0.0415082992994801
21231,68.0,4,0.007284933653
21231,69.0,4,0.1311471894522029
21231,70.0,5,0.0315558592974356
21231,71.0,3,0.2211821425556925
21231,72.0,6,-0.1053019709382563
21231,73.0,3,-0.0120476728565945
21231,74.0,3,0.048120087285
21231,75.0,7,-0.0137650157337704
21231,76.0,4,-0.151562100412
21231,77.0,5,0.1640464491619695
21231,78.0,6,0.0546836512979498
21231,79.0,4,0.025198068921483
21231,80.0,5,0.000637281826092
21231,81.0,5,-0.1042357305346399
21231,82.0,5,0.1309434741570003
21231,83.0,4,0.1463262606273345
21258,4.0,6,0.0261596969999999
21258,5.0,5,0.2835487180799998
21258,6.0,8,0.1754886555719994
21258,7.0,9,-0.0039422235243908
21258,8.0,8,-0.3028790113913302
21258,9.0,6,-0.1838170995909389
21258,10.0,2,0.2627144294621599
21258,11.0,0,-0.0142195006947318
21258,12.0,0,0.0406509875537466
21258,13.0,1,-0.0592074544775291
21258,14.0,1,0.2101611332391282
21258,15.0,1,0.107687579710251
21258,16.0,5,-0.041317219526602
21258,17.0,6,-0.049936454668
21258,18.0,8,-0.0943551820474528
21258,19.0,3,-0.2476445808614773
21258,20.0,0,0.0287523708489938
21258,21.0,0,-0.12104536235232
21258,22.0,0,-0.1590912155079999
21258,23.0,0,-0.013514
21258,24.0,0,-0.0821912792326647
21258,25.0,0,-0.0746270555760525
21258,26.0,0,-0.1612904901013285
21258,27.0,0,0.1346153868282427
21258,28.0,1,0.3622390906864789
21258,29.0,5,0.4074066629629429
21258,30.0,9,0.1710518882287499
21258,31.0,9,-0.280897965274905
21258,32.0,9,0.2343753214285624
21258,33.0,9,0.5873007357758253
21258,34.0,9,-0.1084121099636479
21258,35.0,8,-0.1568710002801218
21258,36.0,7,0.2539348966176173
21258,37.0,8,-0.1316042347319562
21258,38.0,1,0.2078698681313602
21258,39.0,3,-0.1771698578331479
21258,40.0,3,0.3656911079575653
21258,41.0,6,0.0211437857087044
21258,42.0,8,
21274,4.0,5,0.0009067761545156
21274,5.0,3,-0.0004846609025112
21274,6.0,4,0.2425708497965377
21274,7.0,8,-0.1600447431595599
21274,8.0,4,-0.1229660592959899
21274,9.0,4,0.2662035539351874
21274,10.0,8,0.3543587433946591
21274,11.0,6,0.2090692412574837
21274,12.0,8,0.1492489035393134
21274,13.0,8,0.1672607296591686
21274,14.0,6,-0.0872952708850809
21274,15.0,3,-0.1540027384542615
21274,16.0,1,-0.0735470975517739
21274,17.0,1,0.179728232899166
21274,18.0,4,0.0273127733966191
21274,19.0,4,0.03352231049634
21274,20.0,6,-0.0330292232557661
21274,21.0,5,0.1929317697196821
21274,22.0,4,0.1302007684962112
21274,23.0,7,-0.0762817745159061
21274,24.0,3,-0.1256879064841649
21274,25.0,2,0.0820389926340705
21274,26.0,1,-0.1707121510839068
21274,27.0,0,0.0245710113691632
21274,28.0,1,0.1162172767608902
21274,29.0,3,-0.0461717480309313
21274,30.0,2,0.1169041253950256
21274,31.0,4,-0.3847465765899878
21274,32.0,1,0.3653307649267727
21274,33.0,4,-0.0527488361737802
21274,34.0,3,0.0054236122135544
21274,35.0,2,-0.0758329101732384
21274,36.0,4,0.1276763120624569
21274,37.0,2,-0.0577124356485694
21274,38.0,2,0.0185956026142528
21274,39.0,2,-0.2436633530895804
21274,40.0,1,0.0842311559067168
21274,41.0,1,0.1790190311934396
21274,42.0,4,-0.2169918870237078
21274,43.0,4,0.3606473328241839
21274,44.0,9,-0.1706573916777729
21274,45.0,4,0.1329227412622777
21274,46.0,4,0.1128392459038973
21274,47.0,5,-0.09554125919
21274,48.0,1,0.0641891368320666
21274,49.0,4,0.2459512331221296
21274,50.0,6,-0.0106618545119999
21274,51.0,5,0.1195807982528223
21274,52.0,7,0.4606178601480246
21274,53.0,9,0.1285587408404049
21274,54.0,8,-0.0491799163541057
21274,55.0,7,0.0611838726790399
21274,56.0,8,0.4854179018733493
21275,4.0,6,0.08800034
21275,5.0,3,0.1948594496934501
21275,6.0,6,0.29729753479
21275,7.0,9,0.0463201263889998
21275,8.0,9,0.3214169610334001
21275,9.0,9,0.008129796041745
21275,10.0,9,0.0551055682945034
21275,11.0,8,0.3543305111278843
21275,12.0,8,-0.0349614354606999
21275,13.0,3,0.2634995
21275,14.0,4,0.0711996364470799
21275,15.0,6,-0.1142848158846644
21275,16.0,3,0.0447307300044084
21275,17.0,7,-0.0142951491942681
21275,18.0,6,0.0973472831688666
21275,19.0,5,0.150000274182585
21275,20.0,8,0.2676322218329603
21275,21.0,8,0.1647934997720836
21275,22.0,8,0.0550459995505498
21275,23.0,9,0.335088865072215
21275,24.0,9,0.1534830033633563
21275,25.0,8,0.1399921979957901
21275,26.0,8,-0.0704617927209999
21275,27.0,8,-0.0833330649706068
21275,28.0,4,-0.3131450878989782
21275,29.0,0,0.0129734168935131
21275,30.0,0,-0.0405402154439999
21275,31.0,0,-0.2428566612278005
21275,32.0,0,0.0852481793187966
21275,33.0,3,-0.3248222838261729
21275,34.0,0,0.09473727368425
21275,35.0,0,-0.2195764691738599
21275,36.0,0,0.2222225881067252
21275,37.0,0,-0.2987011066339
21275,38.0,0,-0.2407415713248691
21282,4.0,8,0.0820890890139049
21282,5.0,8,-0.0344826941292807
21282,6.0,6,-0.2214288160741069
21282,7.0,7,0.3775228717885319
21282,8.0,5,-0.0069928606239481
21282,9.0,6,0.0774654455424097
21282,10.0,8,0.117647708967701
21282,11.0,8,0.4245606867081826
21282,12.0,7,0.0862076293043376
21282,13.0,6,0.1071428756658878
21282,14.0,5,0.0537638904140351
21282,15.0,6,0.2541828348155805
21282,16.0,7,-0.0829875934150191
21282,17.0,7,0.0497737614368261
21282,18.0,8,0.0603444721399999
21282,19.0,8,0.1112188830431597
21282,20.0,6,0.4253740962565995
21282,21.0,9,0.1099485794386214
21282,22.0,8,0.0660371685791887
21282,23.0,9,-0.0840700812830463
21282,24.0,6,0.2077300139280817
21282,25.0,4,0.1954399622599345
21282,26.0,5,-0.051194022872175
21282,27.0,4,-0.1852525218198107
21282,28.0,4,0.3374838064488901
21282,29.0,6,0.1010101731070582
21282,30.0,5,-0.0091740571170145
21282,31.0,4,-0.3240735117724173
21282,32.0,5,-0.01938424842272
21282,33.0,2,0.2517982056097976
21282,34.0,2,0.0287369005664315
21282,35.0,3,-0.022346690879668
21282,36.0,5,0.518000012030712
21282,37.0,9,0.2845849386744103
21282,38.0,9,-0.0646148385278938
21282,39.0,8,-0.0427629976097616
21282,40.0,8,-0.0835053233968097
21282,41.0,4,-0.0196853631489999
21282,42.0,2,-0.2248993056026906
21282,43.0,3,0.0466315886267327
21282,44.0,2,0.2118797619072945
21282,45.0,3,-0.129166232977374
21282,46.0,2,0.0095703238943485
21282,47.0,2,-0.0331759921200197
21282,48.0,1,0.059999405918689
21282,49.0,1,-0.0047166039719824
21282,50.0,3,-7.809999980068483e-09
21282,51.0,3,0.2369670791302938
21282,52.0,6,0.0260535813012461
21282,53.0,5,0.0769230490705998
21282,54.0,6,0.2000012229460115
21282,55.0,7,-0.1279759982377516
21282,56.0,4,-0.0649147249246205
21282,57.0,4,0.0864651771907152
21282,58.0,4,0.1107258553152565
21282,59.0,4,-0.1401864306372283
21282,60.0,4,-0.0035873102455508
21282,61.0,4,0.0486894957670716
21282,62.0,2,0.2428578855854033
21282,63.0,3,-0.0057464757520621
21282,64.0,4,-0.0057233911315127
21282,65.0,5,0.0508972345827603
21282,66.0,5,-0.0484331463300504
21282,67.0,3,-0.0119763415240875
21282,68.0,2,-0.0105748561885339
21282,69.0,3,0.2176664860500203
21282,70.0,4,0.0919687789898748
21282,71.0,4,-0.0071177685141785
21282,72.0,4,0.160442715926
21282,73.0,5,-0.0721102175085064
21282,74.0,4,-0.1919988846564005
21282,75.0,4,0.0905237528664146
21282,76.0,4,-0.0247728565858145
21282,77.0,4,0.0328765292787311
21282,78.0,4,0.190981261976513
21282,79.0,6,0.2850791588193839
21282,80.0,7,-0.0904936970386752
21282,81.0,6,0.037291203581562
21282,82.0,7,0.2469252309702099
21282,83.0,7,-0.19271580285916
21283,22.0,9,-0.1096527523714485
21283,23.0,8,-0.2051284930324191
21283,24.0,1,0.2399154690045331
21283,25.0,1,-0.1921048084209999
21283,26.0,0,0.0224612844139999
21283,27.0,0,-0.2199633384985808
21283,28.0,1,0.2382718202538032
21283,29.0,1,-0.0438166241151249
21283,30.0,3,-0.1895895526507088
21290,4.0,0,0.2454377624094335
21290,5.0,4,-0.0192043323739391
21290,6.0,3,-0.0052265856553
21290,7.0,6,0.126693656956
21290,8.0,8,0.0695167491174124
21290,9.0,7,-0.0726056821760848
21290,10.0,7,0.2362073402394235
21290,11.0,7,0.2377319495952363
21290,12.0,6,0.2316749975637388
21290,13.0,6,0.1097967985366272
21290,14.0,6,0.0920949552306817
21290,15.0,6,0.0591823056141762
21290,16.0,7,-0.0378337441254313
21290,17.0,6,0.041771038
21290,18.0,8,0.1244786687155627
21290,19.0,7,-0.0280976891191692
21290,20.0,6,0.1385370915412971
21290,21.0,6,0.1020324178302092
21290,22.0,5,-0.0544901690943011
21290,23.0,4,0.1541592801289153
21290,24.0,5,-0.0361534542154721
21290,25.0,3,0.0329830572069225
21290,26.0,2,-0.0956844278163189
21290,27.0,2,0.1433696760581921
21290,28.0,3,0.312005694617673
21290,29.0,7,-0.078371755675635
21290,30.0,7,0.1813519264841647
21290,31.0,8,-0.2366985371073288
21290,32.0,6,0.0711113776399998
21290,33.0,4,-0.012410277130493
21290,34.0,4,-0.0397327563659106
21290,35.0,2,-0.066767386179934
21290,36.0,1,0.2099404515155776
21290,37.0,4,0.0361122004407941
21290,38.0,4,0.2683073122083981
21290,39.0,7,-0.0895558802175189
21290,40.0,7,-0.07999979244
21290,41.0,5,-0.0244916111792035
21290,42.0,5,-0.0571303329402924
21290,43.0,4,0.3411757803245916
21290,44.0,8,0.2389237718701573
21290,45.0,8,-0.1497843949784481
21290,46.0,8,0.2455029542067506
21290,47.0,7,-0.182600343803841
21290,48.0,2,0.055321675143021
21290,49.0,1,0.0060000643749218
21290,50.0,3,0.0297837185110954
21290,51.0,2,0.0287049724556072
21290,52.0,4,0.1334457683084473
21290,53.0,5,0.1683785230284527
21290,54.0,6,0.0305000810493949
21290,55.0,5,0.1924515278644289
21290,56.0,8,0.0061261760406896
21290,57.0,8,-0.0832736181317475
21290,58.0,5,0.0170670076597765
21290,59.0,5,0.150890860203384
21290,60.0,6,0.0246249544054928
21290,61.0,5,0.0718551631168606
21290,62.0,6,0.1875799972615053
21290,63.0,7,-0.0476928627809999
21290,64.0,4,0.3005725292258425
21290,65.0,7,-0.0959937546303627
21290,66.0,6,0.1880278330491311
21290,67.0,7,-0.039243347894295
21290,68.0,6,0.2384010127751812
21290,69.0,6,0.2704935787695341
21290,70.0,9,0.2316574103322572
21290,71.0,8,-0.0529458456472712
21290,72.0,8,0.1917175730067457
21290,73.0,7,-0.0433640122373325
21290,74.0,6,-0.0800815160793033
21290,75.0,6,-0.111531955098681
21290,76.0,4,0.0643941527755311
21290,77.0,5,0.137348799204563
21290,78.0,5,-0.32478947044709
21290,79.0,1,0.087911438740422
21290,80.0,3,0.7193099261128915
21290,81.0,6,
21291,20.0,9,0.2272725772727
21291,21.0,9,-0.1884058607818564
21291,22.0,7,0.3333338706200002
21291,23.0,9,0.0374312627440212
21291,24.0,5,0.2982459583551204
21291,25.0,5,0.5341520271159312
21291,26.0,9,0.0952374286745734
21291,27.0,9,-0.1065214084979999
21291,28.0,9,0.5802459141230885
21291,29.0,9,-0.1004683937499999
21291,30.0,8,0.3421049246477503
21291,31.0,8,-8.980309629258444e-08
21291,32.0,9,0.0880605578119022
21291,33.0,9,0.1799995016666999
21291,34.0,9,0.0251505980043362
21291,35.0,9,-0.0666663749999999
21291,36.0,5,0.1532467974042948
21291,37.0,7,0.31249990625
21291,38.0,8,0.094236780310251
21291,39.0,7,0.0547948692686162
21291,40.0,8,0.0975604712147966
21291,41.0,9,0.1309525546144123
21291,42.0,8,0.0011546958757782
21291,43.0,9,-0.0634919077695446
21291,44.0,8,0.2964457858637095
21291,45.0,7,0.3157906382128437
21291,46.0,9,0.03232085178575
21291,47.0,6,0.3780478288858782
21291,48.0,8,-0.075220441692
21291,49.0,8,-0.1057699830797366
21291,50.0,4,-0.0569714095559477
21291,51.0,4,0.0172415299277715
21291,52.0,1,0.2033905068257817
21291,53.0,3,-0.0642856932317793
21291,54.0,3,0.1372034143381273
21291,55.0,5,-0.0810811435833896
21291,56.0,4,-0.018626336699646
21291,57.0,3,0.1412130537630602
21291,58.0,6,-0.009067
21291,59.0,4,-0.0902712691283751
21291,60.0,5,0.0197008157688416
21291,61.0,4,0.1382356794635404
21291,62.0,3,0.0116881184221271
21291,63.0,3,0.1599999274999999
21291,64.0,5,0.0172839789404313
21291,65.0,5,-0.0560978160276
21291,66.0,3,0.1870128126298749
21291,67.0,7,0.3560433543288106
21291,68.0,8,0.0322736206845044
21291,69.0,8,0.3009523774610516
21291,70.0,9,-0.0066052499626934
21291,71.0,8,-0.2080551143464364
21291,72.0,2,-0.0084453410234893
21291,73.0,1,-0.0204149670418749
21291,74.0,1,-0.060425404854688
21291,75.0,3,-0.0255835060956655
21291,76.0,4,-0.2069567579255657
21291,77.0,3,-0.0969484922951681
21291,78.0,1,0.0618875119233799
21291,79.0,1,-0.2762495220401512
21291,80.0,0,0.2119251034489102
21291,81.0,2,-0.0199999203828697
21291,82.0,4,0.0112171130843972
21291,83.0,2,0.053262215566582
21303,4.0,3,-0.0755932229653539
21303,5.0,1,0.2157017107160916
21303,6.0,4,-0.1634374519778469
21303,7.0,2,0.1150484491159999
21303,8.0,4,0.226783287610496
21303,9.0,9,0.0581299148412801
21303,10.0,8,-0.033931
21303,11.0,7,0.1672463480729999
21303,12.0,6,0.1388673860435501
21303,13.0,3,0.1568720481345689
21303,14.0,2,-0.0044884453021194
21303,15.0,4,0.1390097030528123
21303,16.0,6,0.33368517769112
21303,17.0,9,0.0529801906818125
21304,55.0,8,-0.1111103902832457
21338,4.0,6,0.1600003999999999
21338,5.0,7,0.0020238120326556
21338,6.0,6,-0.114303128083239
21338,7.0,6,0.1030486035539348
21338,8.0,5,-0.0855997809480598
21338,9.0,4,0.04098774304
21338,10.0,5,0.1433086350367751
21338,11.0,5,0.299791432441046
21338,12.0,6,0.0071644656316101
21338,13.0,4,0.1040131290320001
21338,14.0,3,-0.046363199847249
21338,15.0,2,0.2156377767612194
21338,16.0,4,-0.1055127409552557
21338,17.0,5,0.0483320258567807
21338,18.0,7,0.0039498001921238
21338,19.0,7,-0.0708243215135618
21338,20.0,3,0.1365540262514737
21338,21.0,4,0.0761572244378385
21338,22.0,3,-0.064162627540192
21338,23.0,3,0.1285562198159959
21338,24.0,4,0.1775009219574161
21338,25.0,4,-0.0362946110306651
21338,26.0,3,-0.0433886494957137
21338,27.0,4,-0.0027687179274323
21338,28.0,4,0.0940411456058876
21338,29.0,3,0.047199292060517
21338,30.0,5,0.0083772705303963
21338,31.0,4,-0.24579173622939
21338,32.0,3,0.1585276048488351
21338,33.0,5,0.0840331821779183
21338,34.0,4,0.2217883319131501
21338,35.0,8,-0.0356592985946875
21338,36.0,7,0.1116630997580412
21338,37.0,8,-0.008368998423443
21338,38.0,6,-0.0842405569659473
21338,39.0,2,-0.0913377217917134
21338,40.0,1,-0.1319047184999999
21338,41.0,1,-0.0107113119849999
21338,42.0,1,-0.1880482688761401
21338,43.0,2,-0.02796532618
21338,44.0,2,0.1839785819831192
21338,45.0,3,0.08493203638127
21338,46.0,4,-0.1198204111966062
21338,47.0,2,0.0155925152740714
21338,48.0,2,0.1195769134626689
21338,49.0,3,0.1383072410956349
21338,50.0,4,-0.1290261581560625
21338,51.0,4,0.0308473967733997
21338,52.0,4,0.1696774157345675
21338,53.0,5,0.1455055990315521
21338,54.0,4,0.1040088573862674
21338,55.0,6,0.2332338941378497
21338,56.0,8,0.0207419745851504
21338,57.0,8,-0.0086958344487457
21338,58.0,8,-0.2328481565887157
21338,59.0,3,-0.0901453273841875
21338,60.0,1,-0.1000861801210339
21338,61.0,0,0.020648597963
21338,62.0,0,0.0535979871896286
21338,63.0,1,0.0325827356626216
21338,64.0,1,-0.0447996165819807
21338,65.0,2,-0.0069801415859999
21338,66.0,2,0.1576569869572408
21338,67.0,4,0.04703760194302
21338,68.0,4,0.124773214178
21338,69.0,7,0.4271762946676063
21338,70.0,9,0.0642749678975787
21338,71.0,8,0.094092102310118
21338,72.0,8,0.3164824902895153
21338,73.0,8,0.2691484278795186
21338,74.0,9,-0.3073753049092355
21338,75.0,8,0.2727836953327101
21338,76.0,8,-0.2814706902203261
21338,77.0,4,0.2164401150785211
21338,78.0,2,-0.4699228039871352
21338,79.0,0,-0.2697591527025246
21338,80.0,0,-0.1706545960964918
21338,81.0,0,-0.4268227193460999
21338,82.0,0,-0.4312346032309356
21370,4.0,3,0.0890322366993425
21370,5.0,2,0.0963418822973076
21370,6.0,2,-0.0468578082865642
21370,7.0,6,0.0543214859231513
21370,8.0,6,0.127711034777705
21370,9.0,8,0.0725286430146201
21370,10.0,8,0.0694735490084343
21370,11.0,7,0.07676846816
21370,12.0,6,0.0553853910458883
21370,13.0,2,0.0117758586191967
21370,14.0,1,0.0925112114344999
21370,15.0,1,0.0245325804325662
21370,16.0,3,-0.014044809723961
21370,17.0,5,0.0362959084819556
21370,18.0,8,0.1368815997567658
21370,19.0,7,0.1191734120269243
21370,20.0,8,0.0569057399722767
21370,21.0,7,0.1061313871652713
21370,22.0,6,-0.0670712241441695
21370,23.0,5,0.133137849483423
21370,24.0,3,0.1863127102787165
21370,25.0,5,0.1455266868687252
21370,26.0,5,0.0052531939008964
21370,27.0,7,0.0002031829999999
21370,28.0,7,0.0572754838101441
21370,29.0,6,-0.039598386941309
21370,30.0,4,-0.0206371269240388
21370,31.0,2,-0.0435361610780755
21370,32.0,4,0.08988258
21370,33.0,6,0.0345046027126192
21370,34.0,6,-0.0038920656347748
21370,35.0,7,0.0236462077252255
21370,36.0,4,-0.0085718571160001
21370,37.0,3,0.1154800499079811
21370,38.0,4,0.012577264622904
21370,39.0,4,0.111088142624
21370,40.0,5,-0.0492892351061842
21370,41.0,6,0.0182737468823919
21370,42.0,5,-0.0121824469556736
21370,43.0,8,0.1392658598553586
21370,44.0,7,0.0642987308397693
21370,45.0,7,-0.001071789112
21370,46.0,7,0.1398192354392744
21370,47.0,5,0.0961945526241945
21370,48.0,4,-0.0190261643668004
21370,49.0,4,0.1004639190544371
21370,50.0,6,0.0175715361728001
21370,51.0,5,0.0388606132965763
21370,52.0,4,0.0627775849728666
21370,53.0,5,-0.0096680398502606
21370,54.0,3,0.0443389039641488
21370,55.0,3,-0.0523676944416
21370,56.0,3,-0.0871828145594425
21370,57.0,2,-0.077489485961875
21370,58.0,1,0.0313418793085495
21370,59.0,1,0.0437609088838137
21370,60.0,3,0.0846669690076249
21370,61.0,4,0.0129692063024842
21370,62.0,5,0.1424316335910838
21370,63.0,5,0.0777700968251695
21370,64.0,5,0.0670167199069751
21370,65.0,5,-0.0048600222554825
21370,66.0,5,0.0140952209348601
21370,67.0,5,0.0521904778397879
21370,68.0,4,0.1238534631458823
21370,69.0,5,0.0370368056585399
21370,70.0,5,0.1039999063838721
21370,71.0,5,0.2317519087346133
21370,72.0,7,0.0810727999287816
21370,73.0,5,-0.0077676431129166
21370,74.0,7,0.0652600678930315
21370,75.0,9,0.1837982323428533
21370,76.0,8,-0.2031568997237979
21370,77.0,7,-0.0273499784744475
21370,78.0,5,-0.0755173465883953
21370,79.0,2,-0.1144696203525023
21370,80.0,1,0.1523816803670976
21370,81.0,3,0.0403849115000103
21370,82.0,5,0.1447214758538602
21370,83.0,5,0.0644805552545133
21371,19.0,3,-0.1959128487920323
21371,20.0,2,0.3631051954987998
21371,21.0,5,0.0011769966704151
21371,22.0,3,-0.0514698567998624
21371,23.0,3,0.2029638425015048
21371,24.0,7,0.4219284711102247
21371,25.0,7,-0.03920068318304
21371,26.0,6,-0.2491663575896875
21371,27.0,4,-0.0405560303414572
21371,28.0,3,0.2620289743477497
21371,29.0,1,0.0468962424138048
